"","ETH.group","tot_births","mbirths","fbirths","year"
"68","OBL",4013.86274851067,2055.88091996888,1957.98182854179,"2016"
"69","OTH",5251.06339652991,2689.56905675922,2561.49433977069,"2016"
"70","PAK",35283.559835404,18072.0672327679,17211.4926026361,"2016"
"71","WBI",483167.540028602,247476.05708782,235691.482940781,"2016"
"72","WHO",33180.1742922567,16994.7234179852,16185.4508742716,"2016"
"73","BAN",13945.4553321029,7142.79419449175,6802.66113761119,"2017"
"74","BLA",23552.1014362872,12063.2714673666,11488.8299689206,"2017"
"75","BLC",6160.35160198922,3155.30204004326,3005.04956194596,"2017"
"76","CHI",6943.39036363011,3556.37067405445,3387.01968957567,"2017"
"77","IND",28595.5330499366,14646.4925377724,13949.0405121642,"2017"
"78","MIX",40461.2546199066,20724.0572443424,19737.1973755642,"2017"
"79","OAS",15082.2684995572,7725.06435343175,7357.20414612547,"2017"
"80","OBL",4142.63088500717,2121.83533134514,2020.79555366203,"2017"
"81","OTH",5423.69337730157,2777.989290813,2645.70408648857,"2017"
"82","PAK",36254.908951733,18569.5875118633,17685.3214398698,"2017"
"83","WBI",484843.324036404,248334.385482061,236508.938554343,"2017"
"84","WHO",34180.0191114056,17506.8390570614,16673.1800543442,"2017"
"85","BAN",14329.6453792317,7339.57446253332,6990.0709166984,"2018"
"86","BLA",24279.4072595674,12435.7939622174,11843.6132973499,"2018"
"87","BLC",6212.66879407506,3182.09865062381,3030.57014345125,"2018"
"88","CHI",7314.18371277822,3746.28921874006,3567.89449403815,"2018"
"89","IND",28992.1760653373,14849.6511554167,14142.5249099206,"2018"
"90","MIX",41394.5869207869,21202.1054960128,20192.4814247741,"2018"
"91","OAS",15512.0011893409,7945.17134088193,7566.82984845898,"2018"
"92","OBL",4272.1769715128,2188.18820492119,2083.98876659161,"2018"
"93","OTH",5587.03306251485,2861.65108080029,2725.38198171456,"2018"
"94","PAK",37216.3119679812,19062.0134470148,18154.2985209664,"2018"
"95","WBI",485472.362061351,248656.57568996,236815.786371391,"2018"
"96","WHO",35079.9482030497,17967.7783479035,17112.1698551462,"2018"
"97","BAN",14716.8593343431,7537.90356149282,7178.9557728503,"2019"
"98","BLA",25008.8276713736,12809.3995389962,12199.4281323774,"2019"
"99","BLC",6265.7823265271,3209.30314285534,3056.47918367176,"2019"
"100","CHI",7637.52905191263,3911.90512415037,3725.62392776226,"2019"
"101","IND",29352.1175056485,15034.0114053321,14318.1061003163,"2019"
"102","MIX",42285.9301309938,21658.6471402651,20627.2829907287,"2019"
"103","OAS",15939.9272093116,8164.35296086692,7775.57424844469,"2019"
"104","OBL",4406.8412640625,2257.16259866616,2149.67866539634,"2019"
"105","OTH",5746.37802301915,2943.2667922781,2803.11123074105,"2019"
"106","PAK",38206.378272372,19569.120578532,18637.25769384,"2019"
"107","WBI",485591.204410407,248717.446161428,236873.758248979,"2019"
"108","WHO",35917.3605852484,18396.6968851272,17520.6637001212,"2019"
"109","BAN",15109.2380284647,7738.87801457947,7370.36001388521,"2020"
"110","BLA",25753.1771598384,13190.6517160148,12562.5254438236,"2020"
"111","BLC",6319.86672575374,3237.00490831289,3082.86181744085,"2020"
"112","CHI",7911.4188137551,4052.19012411847,3859.22868963663,"2020"
"113","IND",29689.9859816914,15207.0659906224,14482.919991069,"2020"
"114","MIX",43147.0860029189,22099.7269771048,21047.3590258141,"2020"
"115","OAS",16368.7603769948,8383.99921748516,7984.76115950967,"2020"
"116","OBL",4547.44240427028,2329.17781682136,2218.26458744892,"2020"
"117","OTH",5903.15234301029,3023.56583422478,2879.58650878551,"2020"
"118","PAK",39232.2283812652,20094.5560001602,19137.672381105,"2020"
"119","WBI",485361.388087623,248599.735361953,236761.65272567,"2020"
"120","WHO",36703.0273044986,18799.1115462066,17903.915758292,"2020"
"121","BAN",15507.6524502579,7942.94393793699,7564.70851232094,"2021"
"122","BLA",26526.4963752128,13586.7420458407,12939.7543293721,"2021"
"123","BLC",6376.0601478497,3265.78690499619,3110.27324285351,"2021"
"124","CHI",8138.66097093493,4168.58244852765,3970.07852240728,"2021"
"125","IND",30021.9738665934,15377.1085658161,14644.8653007773,"2021"
"126","MIX",43995.7709309697,22534.419257326,21461.3516736438,"2021"
"127","OAS",16800.1812914263,8604.97090536467,8195.21038606159,"2021"
"128","OBL",4695.13035372322,2404.82286410214,2290.30748962108,"2021"
"129","OTH",6059.43753427422,3103.61434682338,2955.82318745084,"2021"
"130","PAK",40298.0211642003,20640.4498645904,19657.5712996099,"2021"
"131","WBI",485011.036999487,248420.28724364,236590.749755847,"2021"
"132","WHO",37450.3198250646,19181.8711299111,18268.4486951535,"2021"
"133","BAN",15889.0993629125,8138.31918588202,7750.7801770305,"2022"
"134","BLA",27286.9085240357,13976.2214391402,13310.6870848954,"2022"
"135","BLC",6426.5640853684,3291.6547754326,3134.90930993581,"2022"
"136","CHI",8310.07631482088,4256.38055149362,4053.69576332726,"2022"
"137","IND",30314.2592682867,15526.815722781,14787.4435455057,"2022"
"138","MIX",44783.2629014282,22937.7688031706,21845.4940982577,"2022"
"139","OAS",17210.266447977,8815.01452213456,8395.25192584244,"2022"
"140","OBL",4842.95460977119,2480.53772695597,2362.41688281521,"2022"
"141","OTH",6208.04068951696,3179.72815804527,3028.31253147169,"2022"
"142","PAK",41346.8787458577,21177.6696015369,20169.2091443208,"2022"
"143","WBI",484062.273825101,247934.335373832,236127.938451269,"2022"
"144","WHO",38116.3834569998,19523.0256730975,18593.3577839023,"2022"
"145","BAN",16241.2078958308,8318.66745884017,7922.54043699064,"2023"
"146","BLA",28012.6616877281,14347.9486693242,13664.713018404,"2023"
"147","BLC",6469.03498304687,3313.4081620484,3155.62682099847,"2023"
"148","CHI",8423.96261170745,4314.71255721601,4109.25005449144,"2023"
"149","IND",30558.7829561921,15652.0595629277,14906.7233932645,"2023"
"150","MIX",45494.5987477816,23302.1115537418,22192.4871940398,"2023"
"151","OAS",17590.1873537308,9009.60815678897,8580.57919694188,"2023"
"152","OBL",4987.29054925803,2554.46589108338,2432.82465817465,"2023"
"153","OTH",6346.29426297633,3250.54096396348,3095.75329901284,"2023"
"154","PAK",42360.2858240602,21696.731763543,20663.5540605172,"2023"
"155","WBI",482403.440506324,247084.689039825,235318.7514665,"2023"
"156","WHO",38688.2126933501,19815.9138185452,18872.2988748049,"2023"
"157","BAN",16565.8690945249,8484.95734109812,8080.91175342678,"2024"
"158","BLA",28711.3862247014,14705.8319687495,14005.5542559519,"2024"
"159","BLC",6504.74624443188,3331.69929592852,3173.04694850335,"2024"
"160","CHI",8485.08929784539,4346.02134767691,4139.06795016848,"2024"
"161","IND",30770.737676352,15760.6217366681,15010.1159396839,"2024"
"162","MIX",46150.5938679345,23638.1090543079,22512.4848136266,"2024"
"163","OAS",17942.6310653806,9190.12810665834,8752.50295872223,"2024"
"164","OBL",5128.224021626,2626.6513281499,2501.5726934761,"2024"
"165","OTH",6476.12405119013,3317.03914817056,3159.08490301958,"2024"
