"","ETH.group","agegrp","sex","deaths","year"
"6399","OTH","[35,40)","F",16.2600382378933,"2023"
"6400","OTH","[35,40)","M",37.0995377122104,"2023"
"6401","OTH","[40,45)","F",26.9851246014355,"2023"
"6402","OTH","[40,45)","M",63.5155025645205,"2023"
"6403","OTH","[45,50)","F",34.8024368492649,"2023"
"6404","OTH","[45,50)","M",86.1284978213291,"2023"
"6405","OTH","[50,55)","F",42.6905576253559,"2023"
"6406","OTH","[50,55)","M",89.1143235968259,"2023"
"6407","OTH","[55,60)","F",52.2957055924952,"2023"
"6408","OTH","[55,60)","M",103.156891509324,"2023"
"6409","OTH","[60,65)","F",63.3708862725068,"2023"
"6410","OTH","[60,65)","M",121.008428498281,"2023"
"6411","OTH","[65,70)","F",79.5295236541843,"2023"
"6412","OTH","[65,70)","M",146.055430947892,"2023"
"6413","OTH","[70,75)","F",88.4858870081782,"2023"
"6414","OTH","[70,75)","M",149.607308051018,"2023"
"6415","OTH","[75,80)","F",103.145762599477,"2023"
"6416","OTH","[75,80)","M",143.661573747065,"2023"
"6417","OTH","[80,85)","F",109.598209546225,"2023"
"6418","OTH","[80,85)","M",135.024843144613,"2023"
"6419","OTH","[85,90)","F",115.929046299241,"2023"
"6420","OTH","[85,90)","M",128.15665328101,"2023"
"6421","OTH","[90,95)","F",122.201858040616,"2023"
"6422","OTH","[90,95)","M",123.294397874523,"2023"
"6423","OTH","[95,100)","F",87.3675989899286,"2023"
"6424","OTH","[95,100)","M",77.8086068267771,"2023"
"6425","OTH","[100,105)","F",56.695558659141,"2023"
"6426","OTH","[100,105)","M",56.1099038736991,"2023"
"6427","PAK","[0,5)","F",42.7826698288564,"2023"
"6428","PAK","[0,5)","M",52.180891653792,"2023"
"6429","PAK","[5,10)","F",7.32002432275139,"2023"
"6430","PAK","[5,10)","M",8.34812841283544,"2023"
"6431","PAK","[10,15)","F",6.62107978853344,"2023"
"6432","PAK","[10,15)","M",6.07955069998192,"2023"
"6433","PAK","[15,20)","F",7.40769663341935,"2023"
"6434","PAK","[15,20)","M",16.2656411442209,"2023"
"6435","PAK","[20,25)","F",9.2223442889742,"2023"
"6436","PAK","[20,25)","M",20.141186179114,"2023"
"6437","PAK","[25,30)","F",13.8371454416761,"2023"
"6438","PAK","[25,30)","M",24.6345576601742,"2023"
"6439","PAK","[30,35)","F",22.1487529614849,"2023"
"6440","PAK","[30,35)","M",40.7180659871022,"2023"
"6441","PAK","[35,40)","F",38.077973081249,"2023"
"6442","PAK","[35,40)","M",66.6497950935537,"2023"
"6443","PAK","[40,45)","F",63.1445454144556,"2023"
"6444","PAK","[40,45)","M",111.652736807113,"2023"
"6445","PAK","[45,50)","F",77.790448367434,"2023"
"6446","PAK","[45,50)","M",149.592728556402,"2023"
"6447","PAK","[50,55)","F",106.20350627338,"2023"
"6448","PAK","[50,55)","M",161.492087215757,"2023"
"6449","PAK","[55,60)","F",99.3330291395268,"2023"
"6450","PAK","[55,60)","M",152.437986050194,"2023"
"6451","PAK","[60,65)","F",132.921481615855,"2023"
"6452","PAK","[60,65)","M",190.790303281137,"2023"
"6453","PAK","[65,70)","F",196.930931138345,"2023"
"6454","PAK","[65,70)","M",273.012814435299,"2023"
"6455","PAK","[70,75)","F",179.783461426409,"2023"
"6456","PAK","[70,75)","M",266.800309663025,"2023"
"6457","PAK","[75,80)","F",185.75184312095,"2023"
"6458","PAK","[75,80)","M",175.395501280708,"2023"
"6459","PAK","[80,85)","F",234.346097351016,"2023"
"6460","PAK","[80,85)","M",291.853739591499,"2023"
"6461","PAK","[85,90)","F",276.623699270347,"2023"
"6462","PAK","[85,90)","M",323.32357134675,"2023"
"6463","PAK","[90,95)","F",201.466743110164,"2023"
"6464","PAK","[90,95)","M",206.409761005924,"2023"
"6465","PAK","[95,100)","F",70.5425308384401,"2023"
"6466","PAK","[95,100)","M",73.6665990541075,"2023"
"6467","PAK","[100,105)","F",21.7155048151408,"2023"
"6468","PAK","[100,105)","M",20.2862333858037,"2023"
"6469","WBI","[0,5)","F",332.694058836722,"2023"
"6470","WBI","[0,5)","M",420.013442668466,"2023"
"6471","WBI","[5,10)","F",104.010250165104,"2023"
"6472","WBI","[5,10)","M",109.611486263469,"2023"
"6473","WBI","[10,15)","F",101.631966839752,"2023"
"6474","WBI","[10,15)","M",123.554953482338,"2023"
"6475","WBI","[15,20)","F",159.267456109917,"2023"
"6476","WBI","[15,20)","M",276.852999111914,"2023"
"6477","WBI","[20,25)","F",186.389446686029,"2023"
"6478","WBI","[20,25)","M",388.952465456928,"2023"
"6479","WBI","[25,30)","F",290.327219043943,"2023"
"6480","WBI","[25,30)","M",522.590394862259,"2023"
"6481","WBI","[30,35)","F",569.441665823224,"2023"
"6482","WBI","[30,35)","M",872.507089424639,"2023"
"6483","WBI","[35,40)","F",757.132095366342,"2023"
"6484","WBI","[35,40)","M",1160.56456848749,"2023"
"6485","WBI","[40,45)","F",1121.776698448,"2023"
"6486","WBI","[40,45)","M",1803.98250426043,"2023"
"6487","WBI","[45,50)","F",1668.60636244209,"2023"
"6488","WBI","[45,50)","M",2567.56265953677,"2023"
"6489","WBI","[50,55)","F",3383.92375736309,"2023"
"6490","WBI","[50,55)","M",4424.37563908951,"2023"
"6491","WBI","[55,60)","F",5448.75193887546,"2023"
"6492","WBI","[55,60)","M",7354.27912620195,"2023"
"6493","WBI","[60,65)","F",7930.34675083761,"2023"
"6494","WBI","[60,65)","M",10951.0515194153,"2023"
"6495","WBI","[65,70)","F",11853.7120179393,"2023"
"6496","WBI","[65,70)","M",15947.8284022845,"2023"
"6497","WBI","[70,75)","F",16783.4112144909,"2023"
"6498","WBI","[70,75)","M",22139.2093566715,"2023"
"6499","WBI","[75,80)","F",28391.0542065288,"2023"
"6500","WBI","[75,80)","M",33049.0348362124,"2023"
"6501","WBI","[80,85)","F",32992.8197251867,"2023"
"6502","WBI","[80,85)","M",32937.4766368638,"2023"
"6503","WBI","[85,90)","F",38688.4646134336,"2023"
"6504","WBI","[85,90)","M",33943.0126519239,"2023"
"6505","WBI","[90,95)","F",39610.48489598,"2023"
"6506","WBI","[90,95)","M",27697.673279665,"2023"
"6507","WBI","[95,100)","F",22221.772605984,"2023"
"6508","WBI","[95,100)","M",11071.4355590499,"2023"
"6509","WBI","[100,105)","F",5693.21936390598,"2023"
"6510","WBI","[100,105)","M",1734.64385965728,"2023"
"6511","WHO","[0,5)","F",27.944932076656,"2023"
"6512","WHO","[0,5)","M",32.327158322503,"2023"
"6513","WHO","[5,10)","F",7.66449818726102,"2023"
"6514","WHO","[5,10)","M",8.1433717176938,"2023"
"6515","WHO","[10,15)","F",7.9422371444949,"2023"
"6516","WHO","[10,15)","M",9.84715313407622,"2023"
"6517","WHO","[15,20)","F",11.1739443771431,"2023"
"6518","WHO","[15,20)","M",21.6878165493142,"2023"
"6519","WHO","[20,25)","F",21.2897699986606,"2023"
"6520","WHO","[20,25)","M",48.5352969820295,"2023"
"6521","WHO","[25,30)","F",38.4052271832321,"2023"
"6522","WHO","[25,30)","M",83.0246043292971,"2023"
"6523","WHO","[30,35)","F",83.8005267387607,"2023"
"6524","WHO","[30,35)","M",137.609103823145,"2023"
"6525","WHO","[35,40)","F",129.999264603356,"2023"
"6526","WHO","[35,40)","M",205.37723485126,"2023"
"6527","WHO","[40,45)","F",209.507470009795,"2023"
"6528","WHO","[40,45)","M",330.082045043168,"2023"
"6529","WHO","[45,50)","F",211.707212587692,"2023"
"6530","WHO","[45,50)","M",332.139581716798,"2023"
"6531","WHO","[50,55)","F",232.87061160588,"2023"
"6532","WHO","[50,55)","M",307.42222820044,"2023"
"6533","WHO","[55,60)","F",267.526061233811,"2023"
"6534","WHO","[55,60)","M",354.742472305144,"2023"
"6535","WHO","[60,65)","F",316.708722126382,"2023"
"6536","WHO","[60,65)","M",397.715882362202,"2023"
"6537","WHO","[65,70)","F",380.42873140545,"2023"
"6538","WHO","[65,70)","M",460.477668173481,"2023"
"6539","WHO","[70,75)","F",424.771047168189,"2023"
"6540","WHO","[70,75)","M",465.784935127004,"2023"
"6541","WHO","[75,80)","F",529.620736108546,"2023"
"6542","WHO","[75,80)","M",490.390248356525,"2023"
"6543","WHO","[80,85)","F",582.578120135974,"2023"
"6544","WHO","[80,85)","M",456.925502386602,"2023"
"6545","WHO","[85,90)","F",634.622148806605,"2023"
"6546","WHO","[85,90)","M",402.263214394645,"2023"
"6547","WHO","[90,95)","F",644.513351750579,"2023"
"6548","WHO","[90,95)","M",261.203997036605,"2023"
"6549","WHO","[95,100)","F",488.727972456904,"2023"
"6550","WHO","[95,100)","M",318.490906448842,"2023"
"6551","WHO","[100,105)","F",258.832723423303,"2023"
"6552","WHO","[100,105)","M",327.328611454091,"2023"
"6553","BAN","[0,5)","F",15.0777294837995,"2024"
"6554","BAN","[0,5)","M",17.8322943365792,"2024"
"6555","BAN","[5,10)","F",2.18408989474323,"2024"
"6556","BAN","[5,10)","M",3.81256888119717,"2024"
"6557","BAN","[10,15)","F",2.14120649868747,"2024"
"6558","BAN","[10,15)","M",2.57137466744868,"2024"
"6559","BAN","[15,20)","F",3.22560972665616,"2024"
"6560","BAN","[15,20)","M",6.57245829831607,"2024"
"6561","BAN","[20,25)","F",2.76444448481222,"2024"
"6562","BAN","[20,25)","M",7.34577965576064,"2024"
"6563","BAN","[25,30)","F",4.52744508808584,"2024"
"6564","BAN","[25,30)","M",8.1666307323299,"2024"
"6565","BAN","[30,35)","F",7.28482049532289,"2024"
"6566","BAN","[30,35)","M",12.4110275305755,"2024"
"6567","BAN","[35,40)","F",11.3480976862836,"2024"
"6568","BAN","[35,40)","M",18.5163815317713,"2024"
"6569","BAN","[40,45)","F",20.7952848582492,"2024"
"6570","BAN","[40,45)","M",34.4760587105652,"2024"
"6571","BAN","[45,50)","F",33.7154782558033,"2024"
"6572","BAN","[45,50)","M",57.9923561275538,"2024"
"6573","BAN","[50,55)","F",33.0207010778883,"2024"
"6574","BAN","[50,55)","M",66.4978814385585,"2024"
"6575","BAN","[55,60)","F",30.272834012008,"2024"
"6576","BAN","[55,60)","M",65.6658627475187,"2024"
"6577","BAN","[60,65)","F",34.4548723130928,"2024"
"6578","BAN","[60,65)","M",77.1387223631974,"2024"
"6579","BAN","[65,70)","F",52.9389939488128,"2024"
"6580","BAN","[65,70)","M",91.8074067779735,"2024"
"6581","BAN","[70,75)","F",75.5416680728135,"2024"
"6582","BAN","[70,75)","M",51.0951864728,"2024"
"6583","BAN","[75,80)","F",63.8028118111285,"2024"
"6584","BAN","[75,80)","M",34.8490838871248,"2024"
"6585","BAN","[80,85)","F",100.341683170625,"2024"
"6586","BAN","[80,85)","M",96.2010365371429,"2024"
"6587","BAN","[85,90)","F",106.684708739922,"2024"
"6588","BAN","[85,90)","M",155.393193293025,"2024"
"6589","BAN","[90,95)","F",85.8645796239412,"2024"
"6590","BAN","[90,95)","M",121.494876865322,"2024"
"6591","BAN","[95,100)","F",47.6570560249821,"2024"
"6592","BAN","[95,100)","M",44.3716911757699,"2024"
"6593","BAN","[100,105)","F",296.119821018031,"2024"
"6594","BAN","[100,105)","M",7.61951165240648,"2024"
"6595","BLA","[0,5)","F",21.7770645103573,"2024"
"6596","BLA","[0,5)","M",26.1870859212375,"2024"
"6597","BLA","[5,10)","F",5.06691809585671,"2024"
"6598","BLA","[5,10)","M",5.04069778773654,"2024"
"6599","BLA","[10,15)","F",5.9472409352991,"2024"
"6600","BLA","[10,15)","M",5.50236563171178,"2024"
"6601","BLA","[15,20)","F",7.0168649522137,"2024"
"6602","BLA","[15,20)","M",13.0361168142908,"2024"
"6603","BLA","[20,25)","F",7.30145974294348,"2024"
"6604","BLA","[20,25)","M",16.0339384632273,"2024"
"6605","BLA","[25,30)","F",10.4840987734089,"2024"
"6606","BLA","[25,30)","M",19.9396602337843,"2024"
"6607","BLA","[30,35)","F",19.926765140844,"2024"
"6608","BLA","[30,35)","M",32.9806377536973,"2024"
"6609","BLA","[35,40)","F",28.1107797640205,"2024"
"6610","BLA","[35,40)","M",48.4409219957493,"2024"
"6611","BLA","[40,45)","F",53.195896858129,"2024"
"6612","BLA","[40,45)","M",83.8944781820108,"2024"
"6613","BLA","[45,50)","F",87.3813759495949,"2024"
"6614","BLA","[45,50)","M",134.138625431172,"2024"
"6615","BLA","[50,55)","F",117.57869699481,"2024"
"6616","BLA","[50,55)","M",166.789827637965,"2024"
"6617","BLA","[55,60)","F",153.081013603608,"2024"
"6618","BLA","[55,60)","M",218.71495859858,"2024"
"6619","BLA","[60,65)","F",156.794930776951,"2024"
"6620","BLA","[60,65)","M",237.529172671878,"2024"
"6621","BLA","[65,70)","F",144.286138877424,"2024"
"6622","BLA","[65,70)","M",229.85882262582,"2024"
"6623","BLA","[70,75)","F",119.576402878972,"2024"
"6624","BLA","[70,75)","M",165.5169928074,"2024"
"6625","BLA","[75,80)","F",136.998853993269,"2024"
"6626","BLA","[75,80)","M",127.991331433185,"2024"
"6627","BLA","[80,85)","F",160.959888093044,"2024"
"6628","BLA","[80,85)","M",131.101777199398,"2024"
"6629","BLA","[85,90)","F",148.689431549238,"2024"
"6630","BLA","[85,90)","M",165.874461578884,"2024"
"6631","BLA","[90,95)","F",129.785830486224,"2024"
"6632","BLA","[90,95)","M",103.37411683773,"2024"
"6633","BLA","[95,100)","F",95.9334947178722,"2024"
"6634","BLA","[95,100)","M",63.18435592855,"2024"
"6635","BLA","[100,105)","F",103.052807020389,"2024"
"6636","BLA","[100,105)","M",53.7102508166668,"2024"
"6637","BLC","[0,5)","F",5.28832174183948,"2024"
"6638","BLC","[0,5)","M",6.09828078122842,"2024"
"6639","BLC","[5,10)","F",1.14141382072443,"2024"
"6640","BLC","[5,10)","M",1.11554543018181,"2024"
"6641","BLC","[10,15)","F",1.40327864018159,"2024"
"6642","BLC","[10,15)","M",1.26964775616527,"2024"
"6643","BLC","[15,20)","F",1.77169881601436,"2024"
"6644","BLC","[15,20)","M",3.54535787984724,"2024"
"6645","BLC","[20,25)","F",2.19077343002634,"2024"
"6646","BLC","[20,25)","M",4.81007777248806,"2024"
"6647","BLC","[25,30)","F",2.97388627091764,"2024"
"6648","BLC","[25,30)","M",5.32401447148357,"2024"
"6649","BLC","[30,35)","F",5.71718602800695,"2024"
"6650","BLC","[30,35)","M",8.03632169108546,"2024"
"6651","BLC","[35,40)","F",9.20114577631938,"2024"
"6652","BLC","[35,40)","M",12.7528040327892,"2024"
"6653","BLC","[40,45)","F",18.6623734321007,"2024"
"6654","BLC","[40,45)","M",23.9535799317676,"2024"
"6655","BLC","[45,50)","F",29.9680210942605,"2024"
"6656","BLC","[45,50)","M",38.0178266952925,"2024"
"6657","BLC","[50,55)","F",57.3594076319544,"2024"
"6658","BLC","[50,55)","M",70.4548692881312,"2024"
"6659","BLC","[55,60)","F",122.063753720969,"2024"
"6660","BLC","[55,60)","M",146.774869176666,"2024"
"6661","BLC","[60,65)","F",184.942162565367,"2024"
"6662","BLC","[60,65)","M",236.077364093194,"2024"
"6663","BLC","[65,70)","F",197.467712176503,"2024"
"6664","BLC","[65,70)","M",235.176913588695,"2024"
"6665","BLC","[70,75)","F",179.035134333161,"2024"
"6666","BLC","[70,75)","M",189.898474190171,"2024"
"6667","BLC","[75,80)","F",212.489948276241,"2024"
"6668","BLC","[75,80)","M",171.383525741232,"2024"
"6669","BLC","[80,85)","F",391.893303191707,"2024"
"6670","BLC","[80,85)","M",353.799258469724,"2024"
"6671","BLC","[85,90)","F",531.100013219977,"2024"
"6672","BLC","[85,90)","M",478.989935540981,"2024"
"6673","BLC","[90,95)","F",491.808177501419,"2024"
"6674","BLC","[90,95)","M",421.92716356434,"2024"
"6675","BLC","[95,100)","F",257.645519877015,"2024"
"6676","BLC","[95,100)","M",194.925253631934,"2024"
"6677","BLC","[100,105)","F",93.1206368718358,"2024"
"6678","BLC","[100,105)","M",53.8318431989076,"2024"
"6679","CHI","[0,5)","F",6.12198753851787,"2024"
"6680","CHI","[0,5)","M",7.20444545739782,"2024"
"6681","CHI","[5,10)","F",1.28427019991095,"2024"
"6682","CHI","[5,10)","M",1.32547835208344,"2024"
"6683","CHI","[10,15)","F",0.900993859290452,"2024"
"6684","CHI","[10,15)","M",0.950690969399887,"2024"
"6685","CHI","[15,20)","F",1.41047046883531,"2024"
"6686","CHI","[15,20)","M",2.38548958274803,"2024"
"6687","CHI","[20,25)","F",4.17066109433904,"2024"
"6688","CHI","[20,25)","M",7.88291719203028,"2024"
"6689","CHI","[25,30)","F",8.60507648392777,"2024"
"6690","CHI","[25,30)","M",14.0585230252635,"2024"
"6691","CHI","[30,35)","F",23.7924860145557,"2024"
"6692","CHI","[30,35)","M",29.4031241393178,"2024"
"6693","CHI","[35,40)","F",22.0706045764664,"2024"
"6694","CHI","[35,40)","M",31.1046726087307,"2024"
"6695","CHI","[40,45)","F",21.0793947471127,"2024"
"6696","CHI","[40,45)","M",29.5096382218202,"2024"
"6697","CHI","[45,50)","F",22.0592832135134,"2024"
"6698","CHI","[45,50)","M",30.9851907957314,"2024"
"6699","CHI","[50,55)","F",28.2271507130721,"2024"
"6700","CHI","[50,55)","M",31.5733444656116,"2024"
"6701","CHI","[55,60)","F",38.9994735670746,"2024"
"6702","CHI","[55,60)","M",44.7302674538985,"2024"
"6703","CHI","[60,65)","F",59.026027935442,"2024"
"6704","CHI","[60,65)","M",67.1049528485097,"2024"
"6705","CHI","[65,70)","F",81.593105080286,"2024"
"6706","CHI","[65,70)","M",96.7728176280993,"2024"
"6707","CHI","[70,75)","F",95.9844892212475,"2024"
"6708","CHI","[70,75)","M",97.7079621615272,"2024"
"6709","CHI","[75,80)","F",97.8012480698254,"2024"
"6710","CHI","[75,80)","M",91.0491571971116,"2024"
"6711","CHI","[80,85)","F",87.571291429014,"2024"
"6712","CHI","[80,85)","M",89.5226497396518,"2024"
"6713","CHI","[85,90)","F",112.681611684048,"2024"
"6714","CHI","[85,90)","M",118.21304205147,"2024"
"6715","CHI","[90,95)","F",113.604106663172,"2024"
"6716","CHI","[90,95)","M",100.386183891724,"2024"
"6717","CHI","[95,100)","F",108.999569844927,"2024"
"6718","CHI","[95,100)","M",68.256198795935,"2024"
"6719","CHI","[100,105)","F",175.931402773309,"2024"
"6720","CHI","[100,105)","M",70.2663041186911,"2024"
"6721","IND","[0,5)","F",25.9441458907337,"2024"
"6722","IND","[0,5)","M",31.5538951281289,"2024"
"6723","IND","[5,10)","F",6.23197751036307,"2024"
"6724","IND","[5,10)","M",6.73780837250806,"2024"
"6725","IND","[10,15)","F",5.8026289388447,"2024"
"6726","IND","[10,15)","M",5.72032855069872,"2024"
"6727","IND","[15,20)","F",5.36691198443764,"2024"
"6728","IND","[15,20)","M",8.78006908353593,"2024"
"6729","IND","[20,25)","F",7.89167799269325,"2024"
"6730","IND","[20,25)","M",15.3514066973736,"2024"
"6731","IND","[25,30)","F",12.841051233902,"2024"
"6732","IND","[25,30)","M",24.2268162237803,"2024"
"6733","IND","[30,35)","F",30.5201327543028,"2024"
"6734","IND","[30,35)","M",51.109031069515,"2024"
"6735","IND","[35,40)","F",49.1017596658715,"2024"
"6736","IND","[35,40)","M",92.6571738494709,"2024"
"6737","IND","[40,45)","F",78.7299495605709,"2024"
"6738","IND","[40,45)","M",136.466515182055,"2024"
"6739","IND","[45,50)","F",90.0489511275516,"2024"
"6740","IND","[45,50)","M",167.630292771133,"2024"
"6741","IND","[50,55)","F",108.619980639702,"2024"
"6742","IND","[50,55)","M",187.486966946316,"2024"
"6743","IND","[55,60)","F",150.244200797612,"2024"
"6744","IND","[55,60)","M",210.728176137103,"2024"
"6745","IND","[60,65)","F",237.203919447579,"2024"
"6746","IND","[60,65)","M",313.685725086525,"2024"
"6747","IND","[65,70)","F",343.165655705472,"2024"
"6748","IND","[65,70)","M",494.155945824506,"2024"
"6749","IND","[70,75)","F",409.215101910479,"2024"
"6750","IND","[70,75)","M",549.152276763532,"2024"
"6751","IND","[75,80)","F",455.877651073084,"2024"
"6752","IND","[75,80)","M",507.445742724973,"2024"
"6753","IND","[80,85)","F",563.198711729294,"2024"
"6754","IND","[80,85)","M",565.202918364264,"2024"
"6755","IND","[85,90)","F",607.623518559437,"2024"
"6756","IND","[85,90)","M",620.481299863828,"2024"
"6757","IND","[90,95)","F",552.460428276049,"2024"
"6758","IND","[90,95)","M",471.717214171805,"2024"
"6759","IND","[95,100)","F",312.168887802632,"2024"
"6760","IND","[95,100)","M",170.350730348835,"2024"
"6761","IND","[100,105)","F",143.506114546982,"2024"
"6762","IND","[100,105)","M",43.6742944248605,"2024"
"6763","MIX","[0,5)","F",35.5565027805528,"2024"
"6764","MIX","[0,5)","M",41.9009790942572,"2024"
"6765","MIX","[5,10)","F",8.71354807128566,"2024"
"6766","MIX","[5,10)","M",9.40385499785441,"2024"
"6767","MIX","[10,15)","F",9.41081110011813,"2024"
"6768","MIX","[10,15)","M",10.0596985813076,"2024"
"6769","MIX","[15,20)","F",11.9419726188477,"2024"
"6770","MIX","[15,20)","M",20.0431872835615,"2024"
"6771","MIX","[20,25)","F",10.4990715669222,"2024"
"6772","MIX","[20,25)","M",20.9104027288378,"2024"
"6773","MIX","[25,30)","F",12.6441510030108,"2024"
"6774","MIX","[25,30)","M",22.2364757760165,"2024"
"6775","MIX","[30,35)","F",22.5758885237743,"2024"
"6776","MIX","[30,35)","M",32.8607501166641,"2024"
"6777","MIX","[35,40)","F",28.7075527545315,"2024"
"6778","MIX","[35,40)","M",45.1340459282764,"2024"
"6779","MIX","[40,45)","F",40.6081852503341,"2024"
"6780","MIX","[40,45)","M",65.6806447943287,"2024"
"6781","MIX","[45,50)","F",48.6523434325772,"2024"
"6782","MIX","[45,50)","M",75.5471471815662,"2024"
"6783","MIX","[50,55)","F",66.9335215659549,"2024"
"6784","MIX","[50,55)","M",88.6797554186114,"2024"
"6785","MIX","[55,60)","F",91.7729366511815,"2024"
"6786","MIX","[55,60)","M",124.297142693279,"2024"
"6787","MIX","[60,65)","F",104.057592179528,"2024"
"6788","MIX","[60,65)","M",145.07515533136,"2024"
"6789","MIX","[65,70)","F",103.643759669317,"2024"
"6790","MIX","[65,70)","M",138.693401688563,"2024"
"6791","MIX","[70,75)","F",101.60652930214,"2024"
"6792","MIX","[70,75)","M",126.658176233719,"2024"
"6793","MIX","[75,80)","F",131.299211539994,"2024"
"6794","MIX","[75,80)","M",147.113452615152,"2024"
"6795","MIX","[80,85)","F",140.891795634139,"2024"
"6796","MIX","[80,85)","M",150.573921702109,"2024"
"6797","MIX","[85,90)","F",154.741609386589,"2024"
"6798","MIX","[85,90)","M",169.898385350662,"2024"
"6799","MIX","[90,95)","F",161.461308854198,"2024"
"6800","MIX","[90,95)","M",159.102220177642,"2024"
"6801","MIX","[95,100)","F",127.037284630701,"2024"
"6802","MIX","[95,100)","M",110.021772676091,"2024"
"6803","MIX","[100,105)","F",56.3077438067484,"2024"
"6804","MIX","[100,105)","M",47.0832932249912,"2024"
"6805","OAS","[0,5)","F",13.9568230927252,"2024"
"6806","OAS","[0,5)","M",16.6357055182775,"2024"
"6807","OAS","[5,10)","F",3.15076975903357,"2024"
"6808","OAS","[5,10)","M",3.6262005239299,"2024"
"6809","OAS","[10,15)","F",3.60321884244106,"2024"
"6810","OAS","[10,15)","M",3.57809225434487,"2024"
"6811","OAS","[15,20)","F",4.74366465592908,"2024"
"6812","OAS","[15,20)","M",7.97842915497161,"2024"
"6813","OAS","[20,25)","F",6.20032590147443,"2024"
"6814","OAS","[20,25)","M",12.1998864128572,"2024"
"6815","OAS","[25,30)","F",9.35678542102487,"2024"
"6816","OAS","[25,30)","M",17.5828178090304,"2024"
"6817","OAS","[30,35)","F",19.1288520353015,"2024"
"6818","OAS","[30,35)","M",32.778892020971,"2024"
"6819","OAS","[35,40)","F",26.3761940169886,"2024"
"6820","OAS","[35,40)","M",47.6943369138394,"2024"
"6821","OAS","[40,45)","F",44.5011218394894,"2024"
"6822","OAS","[40,45)","M",70.3123278840312,"2024"
"6823","OAS","[45,50)","F",72.5607434506047,"2024"
"6824","OAS","[45,50)","M",112.152749924654,"2024"
"6825","OAS","[50,55)","F",99.0203712233647,"2024"
"6826","OAS","[50,55)","M",135.544815784413,"2024"
"6827","OAS","[55,60)","F",104.252716058478,"2024"
"6828","OAS","[55,60)","M",140.281655207799,"2024"
"6829","OAS","[60,65)","F",125.210100676178,"2024"
"6830","OAS","[60,65)","M",159.544796713565,"2024"
"6831","OAS","[65,70)","F",157.521193003698,"2024"
"6832","OAS","[65,70)","M",189.140905436245,"2024"
"6833","OAS","[70,75)","F",186.08081904142,"2024"
"6834","OAS","[70,75)","M",204.686020882228,"2024"
"6835","OAS","[75,80)","F",213.590152370591,"2024"
"6836","OAS","[75,80)","M",206.717934142811,"2024"
"6837","OAS","[80,85)","F",203.334595552682,"2024"
"6838","OAS","[80,85)","M",195.257370795038,"2024"
"6839","OAS","[85,90)","F",187.077350120777,"2024"
"6840","OAS","[85,90)","M",178.839679544991,"2024"
"6841","OAS","[90,95)","F",164.49553634483,"2024"
"6842","OAS","[90,95)","M",116.144051181987,"2024"
"6843","OAS","[95,100)","F",86.3617257794833,"2024"
"6844","OAS","[95,100)","M",43.095725125338,"2024"
"6845","OAS","[100,105)","F",31.216966031751,"2024"
"6846","OAS","[100,105)","M",12.7438017481735,"2024"
"6847","OBL","[0,5)","F",3.91152388928783,"2024"
"6848","OBL","[0,5)","M",4.78780631354217,"2024"
"6849","OBL","[5,10)","F",0.820068674580873,"2024"
"6850","OBL","[5,10)","M",0.842501886028808,"2024"
"6851","OBL","[10,15)","F",1.24925078704977,"2024"
"6852","OBL","[10,15)","M",1.22472104090629,"2024"
"6853","OBL","[15,20)","F",2.14518623766134,"2024"
"6854","OBL","[15,20)","M",4.05507543999514,"2024"
"6855","OBL","[20,25)","F",2.05482439351709,"2024"
"6856","OBL","[20,25)","M",4.69224394526091,"2024"
"6857","OBL","[25,30)","F",2.31040604489006,"2024"
"6858","OBL","[25,30)","M",4.23834236072061,"2024"
"6859","OBL","[30,35)","F",3.29895050895782,"2024"
"6860","OBL","[30,35)","M",5.49706326557011,"2024"
"6861","OBL","[35,40)","F",4.57244832041813,"2024"
"6862","OBL","[35,40)","M",9.32824899399754,"2024"
"6863","OBL","[40,45)","F",9.13998153184857,"2024"
"6864","OBL","[40,45)","M",17.6636682000119,"2024"
"6865","OBL","[45,50)","F",14.5941997449509,"2024"
"6866","OBL","[45,50)","M",25.1801498591361,"2024"
"6867","OBL","[50,55)","F",23.4181845117896,"2024"
"6868","OBL","[50,55)","M",34.7965279597555,"2024"
"6869","OBL","[55,60)","F",42.6423022993877,"2024"
"6870","OBL","[55,60)","M",62.1056928769329,"2024"
"6871","OBL","[60,65)","F",50.8779855297622,"2024"
"6872","OBL","[60,65)","M",72.1893250622039,"2024"
"6873","OBL","[65,70)","F",37.0375594054406,"2024"
"6874","OBL","[65,70)","M",44.5777060675276,"2024"
"6875","OBL","[70,75)","F",28.5628886228213,"2024"
"6876","OBL","[70,75)","M",30.6030744569318,"2024"
"6877","OBL","[75,80)","F",31.4998277852322,"2024"
"6878","OBL","[75,80)","M",28.0391320079294,"2024"
"6879","OBL","[80,85)","F",49.0835340211912,"2024"
"6880","OBL","[80,85)","M",39.0413857291939,"2024"
"6881","OBL","[85,90)","F",52.8640449787595,"2024"
"6882","OBL","[85,90)","M",47.2447315125967,"2024"
"6883","OBL","[90,95)","F",44.5410757592091,"2024"
"6884","OBL","[90,95)","M",33.5051908028003,"2024"
"6885","OBL","[95,100)","F",18.30396826179,"2024"
"6886","OBL","[95,100)","M",13.3788416038463,"2024"
"6887","OBL","[100,105)","F",7.61958472094815,"2024"
"6888","OBL","[100,105)","M",4.98110219768006,"2024"
